,Angulo,Nombre_imagen,Velocidad
116,30.0,fotosCarrilHorarioAumentada\Img116.png,0
117,30.0,fotosCarrilHorarioAumentada\Img117.png,0
118,30.0,fotosCarrilHorarioAumentada\Img118.png,0
119,30.0,fotosCarrilHorarioAumentada\Img119.png,0
120,90.0,fotosCarrilHorarioAumentada\Img120.png,0
121,30.0,fotosCarrilHorarioAumentada\Img121.png,0
122,30.0,fotosCarrilHorarioAumentada\Img122.png,0
123,30.0,fotosCarrilHorario2Aumentada\Img123.png,0
124,90.0,fotosCarrilHorario2Aumentada\Img124.png,0
125,30.0,fotosCarrilHorario2Aumentada\Img125.png,0
126,30.0,fotosCarrilHorario2Aumentada\Img126.png,0
127,30.0,fotosCarrilAntihorario2Aumentada\Img127.png,0
128,30.0,fotosCarrilHorarioAumentada\Img128.png,0
129,90.0,fotosCarrilHorarioAumentada\Img129.png,0
130,30.0,fotosCarrilHorarioAumentada\Img130.png,0
131,30.0,fotosCarrilHorario2Aumentada\Img131.png,0
132,30.0,fotosCarrilHorario2Aumentada\Img132.png,0
133,30.0,fotosCarrilHorarioAumentada\Img133.png,0
134,90.0,fotosCarrilHorarioAumentada\Img134.png,0
135,30.0,fotosCarrilHorarioAumentada\Img135.png,0
136,30.0,fotosCarrilHorarioAumentada\Img136.png,0
137,30.0,fotosCarrilAntihorarioAumentada\Img137.png,0
138,90.0,fotosCarrilAntihorarioAumentada\Img138.png,0
139,30.0,fotosCarrilAntihorario2Aumentada\Img139.png,0
140,30.0,fotosCarrilHorarioAumentada\Img140.png,0
141,30.0,fotosCarrilHorario2Aumentada\Img141.png,0
142,90.0,fotosCarrilHorario2Aumentada\Img142.png,0
143,30.0,fotosCarrilHorario2Aumentada\Img143.png,0
144,30.0,fotosCarrilHorarioAumentada\Img144.png,0
145,30.0,fotosCarrilHorarioAumentada\Img145.png,0
146,30.0,fotosCarrilHorarioAumentada\Img146.png,0
147,90.0,fotosCarrilHorarioAumentada\Img147.png,0
148,30.0,fotosCarrilHorarioAumentada\Img148.png,0
149,30.0,fotosCarrilHorarioAumentada\Img149.png,0
150,30.0,fotosCarrilAntihorario2Aumentada\Img150.png,0
151,90.0,fotosCarrilAntihorario2Aumentada\Img151.png,0
152,30.0,fotosCarrilAntihorario2Aumentada\Img152.png,0
153,30.0,fotosCarrilAntihorario2Aumentada\Img153.png,0
154,30.0,fotosCarrilHorario2Aumentada\Img154.png,0
155,90.0,fotosCarrilHorario2Aumentada\Img155.png,0
156,30.0,fotosCarrilHorario2Aumentada\Img156.png,0
157,90.0,fotosCarrilHorario2Aumentada\Img157.png,0
158,30.0,fotosCarrilHorario2Aumentada\Img158.png,0
159,30.0,fotosCarrilHorario2Aumentada\Img159.png,0
160,30.0,fotosCarrilHorario2Aumentada\Img160.png,0
161,30.0,fotosCarrilHorario2Aumentada\Img161.png,0
162,90.0,fotosCarrilHorario2Aumentada\Img162.png,0
163,30.0,fotosCarrilHorario2Aumentada\Img163.png,0
164,30.0,fotosCarrilHorarioAumentada\Img164.png,0
165,30.0,fotosCarrilHorarioAumentada\Img165.png,0
166,30.0,fotosCarrilAntihorario2Aumentada\Img166.png,0
167,90.0,fotosCarrilAntihorario2Aumentada\Img167.png,0
168,30.0,fotosCarrilHorario2Aumentada\Img168.png,0
169,30.0,fotosCarrilHorario2Aumentada\Img169.png,0
170,30.0,fotosCarrilAntihorario2Aumentada\Img170.png,0
171,30.0,fotosCarrilHorario2Aumentada\Img171.png,0
172,30.0,fotosCarrilHorario2Aumentada\Img172.png,0
173,30.0,fotosCarrilAntihorarioAumentada\Img173.png,0
174,30.0,fotosCarrilAntihorarioAumentada\Img174.png,0
175,30.0,fotosCarrilAntihorarioAumentada\Img175.png,0
176,30.0,fotosCarrilHorarioAumentada\Img176.png,0
177,90.0,fotosCarrilHorarioAumentada\Img177.png,0
178,30.0,fotosCarrilHorarioAumentada\Img178.png,0
179,30.0,fotosCarrilHorarioAumentada\Img179.png,0
180,30.0,fotosCarrilHorario2Aumentada\Img180.png,0
181,30.0,fotosCarrilHorario2Aumentada\Img181.png,0
182,30.0,fotosCarrilAntihorario2Aumentada\Img182.png,0
183,30.0,fotosCarrilAntihorario2Aumentada\Img183.png,0
184,30.0,fotosCarrilAntihorarioAumentada\Img184.png,0
185,90.0,fotosCarrilAntihorarioAumentada\Img185.png,0
186,30.0,fotosCarrilHorarioAumentada\Img186.png,0
187,90.0,fotosCarrilHorarioAumentada\Img187.png,0
188,30.0,fotosCarrilHorarioAumentada\Img188.png,0
189,30.0,fotosCarrilAntihorarioAumentada\Img189.png,0
190,90.0,fotosCarrilAntihorarioAumentada\Img190.png,0
191,30.0,fotosCarrilHorario2Aumentada\Img191.png,0
192,30.0,fotosCarrilHorario2Aumentada\Img192.png,0
193,30.0,fotosCarrilHorario2Aumentada\Img193.png,0
194,30.0,fotosCarrilAntihorario2Aumentada\Img194.png,0
195,30.0,fotosCarrilHorario2Aumentada\Img195.png,0
196,30.0,fotosCarrilHorario2Aumentada\Img196.png,0
197,30.0,fotosCarrilHorario2Aumentada\Img197.png,0
198,30.0,fotosCarrilHorario2Aumentada\Img198.png,0
199,30.0,fotosCarrilHorario2Aumentada\Img199.png,0
200,30.0,fotosCarrilHorario2Aumentada\Img200.png,0
201,30.0,fotosCarrilHorario2Aumentada\Img201.png,0
202,30.0,fotosCarrilHorario2Aumentada\Img202.png,0
203,30.0,fotosCarrilHorario2Aumentada\Img203.png,0
204,30.0,fotosCarrilHorarioAumentada\Img204.png,0
205,30.0,fotosCarrilHorarioAumentada\Img205.png,0
206,30.0,fotosCarrilHorarioAumentada\Img206.png,0
207,30.0,fotosCarrilHorario2Aumentada\Img207.png,0
208,30.0,fotosCarrilHorario2Aumentada\Img208.png,0
209,30.0,fotosCarrilAntihorario2Aumentada\Img209.png,0
210,30.0,fotosCarrilAntihorario2Aumentada\Img210.png,0
211,30.0,fotosCarrilHorarioAumentada\Img211.png,0
212,90.0,fotosCarrilHorarioAumentada\Img212.png,0
213,30.0,fotosCarrilHorarioAumentada\Img213.png,0
214,30.0,fotosCarrilHorario2Aumentada\Img214.png,0
215,90.0,fotosCarrilHorario2Aumentada\Img215.png,0
216,30.0,fotosCarrilHorarioAumentada\Img216.png,0
217,30.0,fotosCarrilHorarioAumentada\Img217.png,0
218,30.0,fotosCarrilHorarioAumentada\Img218.png,0
219,30.0,fotosCarrilAntihorario2Aumentada\Img219.png,0
220,90.0,fotosCarrilAntihorario2Aumentada\Img220.png,0
221,30.0,fotosCarrilAntihorario2Aumentada\Img221.png,0
222,30.0,fotosCarrilHorarioAumentada\Img222.png,0
223,90.0,fotosCarrilHorarioAumentada\Img223.png,0
224,30.0,fotosCarrilHorario2Aumentada\Img224.png,0
225,90.0,fotosCarrilHorario2Aumentada\Img225.png,0
226,30.0,fotosCarrilHorario2Aumentada\Img226.png,0
227,30.0,fotosCarrilHorario2Aumentada\Img227.png,0
228,30.0,fotosCarrilHorario2Aumentada\Img228.png,0
229,90.0,fotosCarrilHorario2Aumentada\Img229.png,0
230,30.0,fotosCarrilHorario2Aumentada\Img230.png,0
231,90.0,fotosCarrilHorario2Aumentada\Img231.png,0
232,30.0,fotosCarrilHorario2Aumentada\Img232.png,0
233,30.0,fotosCarrilHorarioAumentada\Img233.png,0
234,30.0,fotosCarrilHorarioAumentada\Img234.png,0
235,30.0,fotosCarrilAntihorario2Aumentada\Img235.png,0
236,30.0,fotosCarrilAntihorario2Aumentada\Img236.png,0
237,30.0,fotosCarrilAntihorario2Aumentada\Img237.png,0
238,30.0,fotosCarrilHorarioAumentada\Img238.png,0
239,30.0,fotosCarrilHorarioAumentada\Img239.png,0
240,90.0,fotosCarrilHorarioAumentada\Img240.png,0
241,30.0,fotosCarrilHorarioAumentada\Img241.png,0
242,30.0,fotosCarrilHorario2Aumentada\Img242.png,0
243,30.0,fotosCarrilHorario2Aumentada\Img243.png,0
244,30.0,fotosCarrilHorario2Aumentada\Img244.png,0
245,30.0,fotosCarrilHorarioAumentada\Img245.png,0
246,90.0,fotosCarrilHorarioAumentada\Img246.png,0
247,30.0,fotosCarrilHorario2Aumentada\Img247.png,0
248,30.0,fotosCarrilHorario2Aumentada\Img248.png,0
249,30.0,fotosCarrilHorario2Aumentada\Img249.png,0
250,30.0,fotosCarrilHorarioAumentada\Img250.png,0
251,90.0,fotosCarrilHorarioAumentada\Img251.png,0
252,30.0,fotosCarrilHorarioAumentada\Img252.png,0
253,30.0,fotosCarrilHorarioAumentada\Img253.png,0
254,30.0,fotosCarrilHorario2Aumentada\Img254.png,0
255,30.0,fotosCarrilHorario2Aumentada\Img255.png,0
256,30.0,fotosCarrilHorario2Aumentada\Img256.png,0
257,30.0,fotosCarrilHorario2Aumentada\Img257.png,0
258,30.0,fotosCarrilHorario2Aumentada\Img258.png,0
259,30.0,fotosCarrilHorario2Aumentada\Img259.png,0
260,30.0,fotosCarrilHorario2Aumentada\Img260.png,0
261,30.0,fotosCarrilHorario2Aumentada\Img261.png,0
262,30.0,fotosCarrilHorario2Aumentada\Img262.png,0
263,30.0,fotosCarrilHorarioAumentada\Img263.png,0
264,30.0,fotosCarrilHorarioAumentada\Img264.png,0
265,30.0,fotosCarrilAntihorarioAumentada\Img265.png,0
266,30.0,fotosCarrilHorarioAumentada\Img266.png,0
267,30.0,fotosCarrilHorarioAumentada\Img267.png,0
268,30.0,fotosCarrilHorarioAumentada\Img268.png,0
269,30.0,fotosCarrilHorarioAumentada\Img269.png,0
270,30.0,fotosCarrilAntihorario2Aumentada\Img270.png,0
271,90.0,fotosCarrilAntihorario2Aumentada\Img271.png,0
272,30.0,fotosCarrilAntihorario2Aumentada\Img272.png,0
273,30.0,fotosCarrilAntihorario2Aumentada\Img273.png,0
274,30.0,fotosCarrilHorario2Aumentada\Img274.png,0
275,30.0,fotosCarrilHorario2Aumentada\Img275.png,0
276,30.0,fotosCarrilAntihorario2Aumentada\Img276.png,0
277,30.0,fotosCarrilAntihorario2Aumentada\Img277.png,0
278,30.0,fotosCarrilHorario2Aumentada\Img278.png,0
279,90.0,fotosCarrilHorario2Aumentada\Img279.png,0
280,30.0,fotosCarrilHorario2Aumentada\Img280.png,0
281,90.0,fotosCarrilHorario2Aumentada\Img281.png,0
282,30.0,fotosCarrilHorario2Aumentada\Img282.png,0
283,30.0,fotosCarrilHorarioAumentada\Img283.png,0
284,90.0,fotosCarrilHorarioAumentada\Img284.png,0
285,30.0,fotosCarrilHorarioAumentada\Img285.png,0
286,30.0,fotosCarrilHorarioAumentada\Img286.png,0
287,90.0,fotosCarrilHorarioAumentada\Img287.png,0
288,30.0,fotosCarrilHorarioAumentada\Img288.png,0
289,30.0,fotosCarrilHorarioAumentada\Img289.png,0
290,90.0,fotosCarrilHorarioAumentada\Img290.png,0
291,30.0,fotosCarrilHorarioAumentada\Img291.png,0
292,30.0,fotosCarrilAntihorario2Aumentada\Img292.png,0
293,30.0,fotosCarrilAntihorario2Aumentada\Img293.png,0
294,30.0,fotosCarrilAntihorario2Aumentada\Img294.png,0
295,30.0,fotosCarrilAntihorario2Aumentada\Img295.png,0
296,30.0,fotosCarrilAntihorario2Aumentada\Img296.png,0
297,30.0,fotosCarrilHorario2Aumentada\Img297.png,0
298,90.0,fotosCarrilHorario2Aumentada\Img298.png,0
299,30.0,fotosCarrilHorarioAumentada\Img299.png,0
300,30.0,fotosCarrilAntihorario2Aumentada\Img300.png,0
301,30.0,fotosCarrilAntihorario2Aumentada\Img301.png,0
302,30.0,fotosCarrilHorarioAumentada\Img302.png,0
303,90.0,fotosCarrilHorarioAumentada\Img303.png,0
304,30.0,fotosCarrilHorarioAumentada\Img304.png,0
305,30.0,fotosCarrilAntihorarioAumentada\Img305.png,0
306,90.0,fotosCarrilAntihorarioAumentada\Img306.png,0
307,30.0,fotosCarrilAntihorarioAumentada\Img307.png,0
308,30.0,fotosCarrilAntihorarioAumentada\Img308.png,0
309,30.0,fotosCarrilHorario2Aumentada\Img309.png,0
310,90.0,fotosCarrilHorario2Aumentada\Img310.png,0
311,30.0,fotosCarrilHorario2Aumentada\Img311.png,0
312,30.0,fotosCarrilHorario2Aumentada\Img312.png,0
313,90.0,fotosCarrilHorario2Aumentada\Img313.png,0
314,30.0,fotosCarrilHorario2Aumentada\Img314.png,0
315,30.0,fotosCarrilHorario2Aumentada\Img315.png,0
316,30.0,fotosCarrilHorario2Aumentada\Img316.png,0
317,90.0,fotosCarrilHorario2Aumentada\Img317.png,0
318,30.0,fotosCarrilHorario2Aumentada\Img318.png,0
319,30.0,fotosCarrilHorario2Aumentada\Img319.png,0
320,30.0,fotosCarrilAntihorarioAumentada\Img320.png,0
321,30.0,fotosCarrilHorarioAumentada\Img321.png,0
322,30.0,fotosCarrilHorario2Aumentada\Img322.png,0
323,30.0,fotosCarrilAntihorarioAumentada\Img323.png,0
324,90.0,fotosCarrilAntihorarioAumentada\Img324.png,0
325,30.0,fotosCarrilAntihorarioAumentada\Img325.png,0
326,30.0,fotosCarrilHorario2Aumentada\Img326.png,0
327,30.0,fotosCarrilHorario2Aumentada\Img327.png,0
328,30.0,fotosCarrilAntihorarioAumentada\Img328.png,0
329,90.0,fotosCarrilAntihorarioAumentada\Img329.png,0
330,30.0,fotosCarrilAntihorarioAumentada\Img330.png,0
331,30.0,fotosCarrilHorarioAumentada\Img331.png,0
332,30.0,fotosCarrilHorarioAumentada\Img332.png,0
333,30.0,fotosCarrilHorarioAumentada\Img333.png,0
334,30.0,fotosCarrilHorarioAumentada\Img334.png,0
335,30.0,fotosCarrilHorarioAumentada\Img335.png,0
336,90.0,fotosCarrilHorarioAumentada\Img336.png,0
337,30.0,fotosCarrilHorarioAumentada\Img337.png,0
338,90.0,fotosCarrilHorarioAumentada\Img338.png,0
339,30.0,fotosCarrilHorarioAumentada\Img339.png,0
340,30.0,fotosCarrilHorario2Aumentada\Img340.png,0
341,90.0,fotosCarrilHorario2Aumentada\Img341.png,0
342,30.0,fotosCarrilHorario2Aumentada\Img342.png,0
343,30.0,fotosCarrilHorarioAumentada\Img343.png,0
344,90.0,fotosCarrilHorarioAumentada\Img344.png,0
345,30.0,fotosCarrilHorarioAumentada\Img345.png,0
346,30.0,fotosCarrilHorarioAumentada\Img346.png,0
347,30.0,fotosCarrilAntihorarioAumentada\Img347.png,0
348,30.0,fotosCarrilAntihorario2Aumentada\Img348.png,0
349,30.0,fotosCarrilAntihorarioAumentada\Img349.png,0
350,90.0,fotosCarrilAntihorarioAumentada\Img350.png,0
351,30.0,fotosCarrilAntihorarioAumentada\Img351.png,0
352,30.0,fotosCarrilHorarioAumentada\Img352.png,0
353,30.0,fotosCarrilHorarioAumentada\Img353.png,0
354,30.0,fotosCarrilHorarioAumentada\Img354.png,0
355,30.0,fotosCarrilHorarioAumentada\Img355.png,0
356,90.0,fotosCarrilHorarioAumentada\Img356.png,0
357,30.0,fotosCarrilHorarioAumentada\Img357.png,0
358,90.0,fotosCarrilHorarioAumentada\Img358.png,0
359,30.0,fotosCarrilHorarioAumentada\Img359.png,0
360,30.0,fotosCarrilHorarioAumentada\Img360.png,0
361,90.0,fotosCarrilHorarioAumentada\Img361.png,0
362,30.0,fotosCarrilHorarioAumentada\Img362.png,0
363,30.0,fotosCarrilAntihorarioAumentada\Img363.png,0
364,30.0,fotosCarrilAntihorarioAumentada\Img364.png,0
365,30.0,fotosCarrilHorarioAumentada\Img365.png,0
366,30.0,fotosCarrilHorarioAumentada\Img366.png,0
367,30.0,fotosCarrilHorarioAumentada\Img367.png,0
368,90.0,fotosCarrilHorarioAumentada\Img368.png,0
369,30.0,fotosCarrilHorarioAumentada\Img369.png,0
370,30.0,fotosCarrilAntihorarioAumentada\Img370.png,0
371,30.0,fotosCarrilHorario2Aumentada\Img371.png,0
372,30.0,fotosCarrilHorario2Aumentada\Img372.png,0
373,30.0,fotosCarrilHorario2Aumentada\Img373.png,0
374,30.0,fotosCarrilHorario2Aumentada\Img374.png,0
375,90.0,fotosCarrilHorario2Aumentada\Img375.png,0
376,30.0,fotosCarrilHorario2Aumentada\Img376.png,0
377,30.0,fotosCarrilHorario2Aumentada\Img377.png,0
378,30.0,fotosCarrilHorarioAumentada\Img378.png,0
379,30.0,fotosCarrilHorarioAumentada\Img379.png,0
380,30.0,fotosCarrilHorarioAumentada\Img380.png,0
381,90.0,fotosCarrilHorarioAumentada\Img381.png,0
382,30.0,fotosCarrilHorarioAumentada\Img382.png,0
383,30.0,fotosCarrilHorarioAumentada\Img383.png,0
384,30.0,fotosCarrilHorarioAumentada\Img384.png,0
385,90.0,fotosCarrilHorarioAumentada\Img385.png,0
386,30.0,fotosCarrilHorarioAumentada\Img386.png,0
387,30.0,fotosCarrilHorario2Aumentada\Img387.png,0
388,90.0,fotosCarrilHorario2Aumentada\Img388.png,0
389,30.0,fotosCarrilHorario2Aumentada\Img389.png,0
390,90.0,fotosCarrilHorario2Aumentada\Img390.png,0
391,30.0,fotosCarrilHorario2Aumentada\Img391.png,0
392,90.0,fotosCarrilHorario2Aumentada\Img392.png,0
393,30.0,fotosCarrilHorario2Aumentada\Img393.png,0
394,90.0,fotosCarrilHorario2Aumentada\Img394.png,0
395,30.0,fotosCarrilHorarioAumentada\Img395.png,0
396,90.0,fotosCarrilHorarioAumentada\Img396.png,0
397,30.0,fotosCarrilHorario2Aumentada\Img397.png,0
398,30.0,fotosCarrilHorario2Aumentada\Img398.png,0
399,30.0,fotosCarrilAntihorario2Aumentada\Img399.png,0
400,90.0,fotosCarrilAntihorario2Aumentada\Img400.png,0
401,30.0,fotosCarrilAntihorario2Aumentada\Img401.png,0
402,30.0,fotosCarrilAntihorario2Aumentada\Img402.png,0
403,30.0,fotosCarrilHorario2Aumentada\Img403.png,0
404,90.0,fotosCarrilHorario2Aumentada\Img404.png,0
405,30.0,fotosCarrilHorario2Aumentada\Img405.png,0
406,30.0,fotosCarrilHorarioAumentada\Img406.png,0
407,30.0,fotosCarrilHorarioAumentada\Img407.png,0
408,90.0,fotosCarrilHorarioAumentada\Img408.png,0
409,30.0,fotosCarrilHorario2Aumentada\Img409.png,0
410,30.0,fotosCarrilHorario2Aumentada\Img410.png,0
411,30.0,fotosCarrilHorarioAumentada\Img411.png,0
412,90.0,fotosCarrilHorarioAumentada\Img412.png,0
413,30.0,fotosCarrilHorarioAumentada\Img413.png,0
414,30.0,fotosCarrilHorarioAumentada\Img414.png,0
415,30.0,fotosCarrilHorario2Aumentada\Img415.png,0
416,30.0,fotosCarrilHorario2Aumentada\Img416.png,0
417,30.0,fotosCarrilAntihorarioAumentada\Img417.png,0
418,30.0,fotosCarrilAntihorarioAumentada\Img418.png,0
419,30.0,fotosCarrilHorario2Aumentada\Img419.png,0
420,30.0,fotosCarrilHorario2Aumentada\Img420.png,0
421,30.0,fotosCarrilHorario2Aumentada\Img421.png,0
422,30.0,fotosCarrilHorario2Aumentada\Img422.png,0
423,90.0,fotosCarrilHorario2Aumentada\Img423.png,0
424,30.0,fotosCarrilHorarioAumentada\Img424.png,0
425,30.0,fotosCarrilHorarioAumentada\Img425.png,0
426,30.0,fotosCarrilHorarioAumentada\Img426.png,0
427,30.0,fotosCarrilHorario2Aumentada\Img427.png,0
428,90.0,fotosCarrilHorario2Aumentada\Img428.png,0
429,30.0,fotosCarrilHorario2Aumentada\Img429.png,0
430,90.0,fotosCarrilHorario2Aumentada\Img430.png,0
431,30.0,fotosCarrilHorario2Aumentada\Img431.png,0
432,30.0,fotosCarrilHorario2Aumentada\Img432.png,0
433,90.0,fotosCarrilHorario2Aumentada\Img433.png,0
434,30.0,fotosCarrilAntihorarioAumentada\Img434.png,0
435,30.0,fotosCarrilAntihorarioAumentada\Img435.png,0
436,30.0,fotosCarrilAntihorarioAumentada\Img436.png,0
437,30.0,fotosCarrilHorarioAumentada\Img437.png,0
438,90.0,fotosCarrilHorarioAumentada\Img438.png,0
439,30.0,fotosCarrilAntihorario2Aumentada\Img439.png,0
440,30.0,fotosCarrilAntihorario2Aumentada\Img440.png,0
441,30.0,fotosCarrilHorarioAumentada\Img441.png,0
442,30.0,fotosCarrilAntihorario2Aumentada\Img442.png,0
443,30.0,fotosCarrilAntihorario2Aumentada\Img443.png,0
444,30.0,fotosCarrilAntihorario2Aumentada\Img444.png,0
445,30.0,fotosCarrilAntihorario2Aumentada\Img445.png,0
446,30.0,fotosCarrilAntihorario2Aumentada\Img446.png,0
447,30.0,fotosCarrilHorarioAumentada\Img447.png,0
448,30.0,fotosCarrilHorarioAumentada\Img448.png,0
449,90.0,fotosCarrilHorarioAumentada\Img449.png,0
